state,treated,period,post,employment,treated_x_post
NJ,1,1,1,21.063946293723923,1
NJ,1,1,1,25.86387609168889,1
NJ,1,1,1,23.388958039931623,1
NJ,1,1,1,23.59497258109647,1
NJ,1,1,1,23.294275033910818,1
NJ,1,1,1,22.189302795162355,1
NJ,1,1,1,24.382184968442502,1
NJ,1,1,1,26.18150722100993,1
NJ,1,1,1,19.30775439803104,1
NJ,1,1,1,23.6837148355258,1
NJ,1,1,1,21.966613394485655,1
NJ,1,1,1,20.211105611532194,1
NJ,1,1,1,21.230215733916573,1
NJ,1,1,1,25.24976113273158,1
NJ,1,1,1,24.410060323336438,1
NJ,1,1,1,25.644798594394572,1
NJ,1,1,1,23.879137109240325,1
NJ,1,1,1,23.273931930429086,1
NJ,1,1,1,26.119330543914497,1
NJ,1,1,1,21.611738254459947,1
NJ,1,1,1,23.723503849579693,1
NJ,1,1,1,24.538382512894962,1
NJ,1,1,1,17.178470515881383,1
NJ,1,1,1,23.223869102852394,1
NJ,1,1,1,18.530855221402348,1
NJ,1,1,1,21.541585563091786,1
NJ,1,1,1,18.780711586998,1
NJ,1,1,1,23.295979176577944,1
NJ,1,1,1,29.319598771184253,1
NJ,1,1,1,18.569063058882122,1
NJ,1,1,1,26.024769726750556,1
NJ,1,1,1,19.392366582673624,1
NJ,1,1,1,20.85345683571178,1
NJ,1,1,1,21.58132979604264,1
NJ,1,1,1,21.05521442336044,1
NJ,1,1,1,21.813150351897356,1
NJ,1,1,1,21.075258811888748,1
NJ,1,1,1,24.02234132312404,1
NJ,1,1,1,24.809437819268357,1
NJ,1,1,1,21.444646669285266,1
NJ,1,1,1,19.81012523182812,1
NJ,1,1,1,21.509936241954275,1
NJ,1,1,1,22.304377607674944,1
NJ,1,1,1,23.09120586774299,1
NJ,1,1,1,15.667153979828814,1
NJ,1,1,1,19.486760383675747,1
NJ,1,1,1,24.614517687487574,1
NJ,1,1,1,22.713184906764816,1
NJ,1,1,1,20.477821616074134,1
NJ,1,1,1,26.526253314945798,1
NJ,1,1,1,23.755020345962645,1
NJ,1,1,1,22.24167449367316,1
NJ,1,1,1,23.43416040882533,1
NJ,1,1,1,21.00804390457482,1
NJ,1,1,1,20.771838987631,1
NJ,1,1,1,24.508810720528306,1
NJ,1,1,1,23.546088854849884,1
NJ,1,1,1,19.806821566794913,1
NJ,1,1,1,22.100071536730322,1
NJ,1,1,1,20.493646381508356,1
NJ,1,1,1,26.921884767674392,1
NJ,1,1,1,23.025200909410305,1
NJ,1,1,1,18.01483996921423,1
NJ,1,1,1,23.96305987460219,1
NJ,1,1,1,23.12630292987666,1
NJ,1,1,1,23.174848760284693,1
NJ,1,1,1,20.04864470715999,1
NJ,1,1,1,23.968096780626283,1
NJ,1,1,1,21.175368421325874,1
NJ,1,1,1,19.449225168486162,1
NJ,1,1,1,20.489407494401217,1
NJ,1,1,1,22.2800914347604,1
NJ,1,1,1,17.7890936876336,1
NJ,1,1,1,23.78201588030809,1
NJ,1,1,1,20.260215108852343,1
NJ,1,1,1,25.25097910837547,1
NJ,1,1,1,20.93443912831224,1
NJ,1,1,1,19.545920311216083,1
PA,0,1,1,19.163184393433003,0
PA,0,1,1,23.941696514622187,0
PA,0,1,1,15.963367151219956,0
PA,0,1,1,21.287240869939872,0
PA,0,1,1,19.877723144577658,0
PA,0,1,1,20.925655193347755,0
PA,0,1,1,20.777405221481782,0
PA,0,1,1,19.944104871966925,0
PA,0,1,1,30.265272334739862,0
PA,0,1,1,23.60374576639444,0
PA,0,1,1,21.43721859330091,0
PA,0,1,1,18.625061012890068,0
PA,0,1,1,16.31539652202828,0
PA,0,1,1,24.685627243257876,0
PA,0,1,1,24.072193153948852,0
PA,0,1,1,18.178005822771922,0
PA,0,1,1,27.034901582439165,0
PA,0,1,1,18.148962123762878,0
PA,0,1,1,18.209048601631856,0
PA,0,1,1,19.780353863344146,0
PA,0,1,1,19.044684493532774,0
PA,0,1,1,18.53152275267626,0
PA,0,1,1,25.149078979857688,0
PA,0,1,1,17.61759204774483,0
PA,0,1,1,24.582491605782867,0
PA,0,1,1,20.712010984362692,0
PA,0,1,1,22.366940722055745,0
PA,0,1,1,17.033264172558116,0
PA,0,1,1,22.449840548396608,0
PA,0,1,1,19.052490018183903,0
PA,0,1,1,25.29965942796009,0
PA,0,1,1,28.55974783527634,0
PA,0,1,1,18.39553580200808,0
PA,0,1,1,21.790298278679092,0
PA,0,1,1,22.129488659393086,0
PA,0,1,1,26.06588672384558,0
PA,0,1,1,19.765508599974456,0
PA,0,1,1,24.617537999517104,0
PA,0,1,1,21.614888239156134,0
PA,0,1,1,18.66722577275561,0
PA,0,1,1,21.54389009638863,0
PA,0,1,1,20.8109816956367,0
PA,0,1,1,25.977510793512703,0
PA,0,1,1,17.259539018117962,0
PA,0,1,1,23.66666823222679,0
PA,0,1,1,22.802791400263995,0
PA,0,1,1,17.274036764174102,0
PA,0,1,1,24.98415787127851,0
PA,0,1,1,24.612258485994033,0
PA,0,1,1,18.013828841848234,0
PA,0,1,1,25.97136118006638,0
PA,0,1,1,20.792443974351652,0
PA,0,1,1,19.617845262593356,0
PA,0,1,1,20.276001921553963,0
PA,0,1,1,13.506770873989087,0
PA,0,1,1,19.804546720064902,0
PA,0,1,1,20.551240025086795,0
PA,0,1,1,20.677668512767443,0
PA,0,1,1,23.01478638681991,0
PA,0,1,1,19.054055263671305,0
PA,0,1,1,18.940947904675177,0
PA,0,1,1,23.44456271366753,0
PA,0,1,1,22.002018656141566,0
PA,0,1,1,24.764924934427167,0
PA,0,1,1,21.66754570560675,0
PA,0,1,1,18.506129975516327,0
PA,0,1,1,19.321425664396827,0
PA,0,1,1,25.09687055797011,0
PA,0,1,1,27.354186858289,0
PA,0,1,1,23.41562819575839,0
PA,0,1,1,19.619201858391424,0
PA,0,1,1,20.51452736530009,0
PA,0,1,1,22.142231390977663,0
PA,0,1,1,21.5513118567076,0
PA,0,1,1,18.958649731973118,0
PA,0,1,1,15.553868710092715,0
PA,0,1,1,23.257622422385943,0
PA,0,1,1,22.276875438040772,0
PA,0,1,1,21.65003958730175,0
PA,0,1,1,16.662797411605204,0
NJ,1,2,1,27.72094283858189,1
NJ,1,2,1,18.91666644687002,1
NJ,1,2,1,24.171958192417943,1
NJ,1,2,1,25.47858961397512,1
NJ,1,2,1,23.70612148218403,1
NJ,1,2,1,22.9095874673803,1
NJ,1,2,1,22.48655797832644,1
NJ,1,2,1,26.057170337404905,1
NJ,1,2,1,19.779182123134348,1
NJ,1,2,1,30.743767903501425,1
NJ,1,2,1,24.082474864937282,1
NJ,1,2,1,24.559417861583373,1
NJ,1,2,1,23.25664324823969,1
NJ,1,2,1,25.718173116876724,1
NJ,1,2,1,21.78784966194726,1
NJ,1,2,1,20.170980896188375,1
NJ,1,2,1,20.49768378271461,1
NJ,1,2,1,23.90745277269114,1
NJ,1,2,1,19.911764655571872,1
NJ,1,2,1,25.54364841224741,1
NJ,1,2,1,23.39524845933562,1
NJ,1,2,1,23.708717185015782,1
NJ,1,2,1,16.8691986255474,1
NJ,1,2,1,28.681853087574986,1
NJ,1,2,1,24.544297451506008,1
NJ,1,2,1,23.197420801388542,1
NJ,1,2,1,23.545340815099834,1
NJ,1,2,1,24.861736813966246,1
NJ,1,2,1,24.138489169792756,1
NJ,1,2,1,21.170966547411602,1
NJ,1,2,1,22.328542310223934,1
NJ,1,2,1,25.150896667832146,1
NJ,1,2,1,22.627652853021708,1
NJ,1,2,1,24.303485410567887,1
NJ,1,2,1,26.769958257602717,1
NJ,1,2,1,21.352027949796373,1
NJ,1,2,1,28.34124919319882,1
NJ,1,2,1,24.42698121493467,1
NJ,1,2,1,17.076687241726525,1
NJ,1,2,1,22.742443221112723,1
NJ,1,2,1,18.660462860791526,1
NJ,1,2,1,23.3094062133992,1
NJ,1,2,1,22.85229035714292,1
NJ,1,2,1,22.907872075882192,1
NJ,1,2,1,25.454161446742006,1
NJ,1,2,1,25.149622785636137,1
NJ,1,2,1,27.78344126295327,1
NJ,1,2,1,25.875673966206804,1
NJ,1,2,1,29.727919679999744,1
NJ,1,2,1,28.144591876197463,1
NJ,1,2,1,20.304615450505096,1
NJ,1,2,1,22.914941168859766,1
NJ,1,2,1,27.36141705934544,1
NJ,1,2,1,24.458738534960077,1
NJ,1,2,1,26.379184433000667,1
NJ,1,2,1,24.524163845989044,1
NJ,1,2,1,25.734727333002045,1
NJ,1,2,1,25.59745942105696,1
